sample id,source,batch number,batch date,xrf-wafer_formula,xrf-wafer_stdev,xrf-gde_formula,xrf-gde_stdev,libs-wafer_formula,libs-wafer_stdev,xrf-wafter-afteranneal_formula,xrf-wafer_Ag_mean,xrf-wafer_Ag_stdev,xrf-wafer_Au_mean,xrf-wafer_Au_stdev,xrf-gde_Ag_mean,xrf-gde_Ag_stdev,xrf-gde_Au_mean,xrf-gde_Au_stdev,xrf-wafer_Cu_mean,xrf-wafer_Cu_stdev,xrf-wafer_Hg_mean,xrf-wafer_Hg_stdev,xrf-wafer_Ir_mean,xrf-wafer_Ir_stdev,xrf-wafer_Pd_mean,xrf-wafer_Pd_stdev,xrf-wafer_Rh_mean,xrf-wafer_Rh_stdev,xrf-wafer_Ru_mean,xrf-wafer_Ru_stdev,xrf-wafer_Tl_mean,xrf-wafer_Tl_stdev,xrf-wafer_Cd_mean,xrf-wafer_Cd_stdev,xrf-wafer_Sn_mean,xrf-wafer_Sn_stdev,xrf-wafer_Co_mean,xrf-wafer_Co_stdev,xrf-wafer_Cr_mean,xrf-wafer_Cr_stdev,xrf-wafer_Fe_mean,xrf-wafer_Fe_stdev,xrf-wafer_Ga_mean,xrf-wafer_Ga_stdev,xrf-wafer_In_mean,xrf-wafer_In_stdev,xrf-wafer_Mn_mean,xrf-wafer_Mn_stdev,xrf-wafer_Ni_mean,xrf-wafer_Ni_stdev,xrf-wafer_O_mean,xrf-wafer_O_stdev,xrf-wafer_Pb_mean,xrf-wafer_Pb_stdev,xrf-wafer_Si_mean,xrf-wafer_Si_stdev,xrf-wafer_Zn_mean,xrf-wafer_Zn_stdev,xrf-gde_In_mean,xrf-gde_In_stdev,libs-wafer_Au_mean,libs-wafer_Au_stdev,libs-wafer_In_mean,libs-wafer_In_stdev,xrf-gde_Cu_mean,xrf-gde_Cu_stdev,xrf-wafter-afteranneal_Pd_mean,xrf-wafter-afteranneal_Pd_stdev,xrf-wafter-afteranneal_Sn_mean,xrf-wafter-afteranneal_Sn_stdev,xrf-wafter-afteranneal_stdev,xrf-gde_Pd_mean,xrf-gde_Pd_stdev,xrf-gde_Sn_mean,xrf-gde_Sn_stdev,xrf-gde_Zn_mean,xrf-gde_Zn_stdev,xrf-gde_Ga_mean,xrf-gde_Ga_stdev
vsp4_240726_Pd-0.333-Sn-0.667_pp0_rep1,vsp,4,240726,Pd-0.198-Sn-0.802,"[0.0111504857891184, 0.0111504857891184]",Pd-0.347-Sn-0.653,"[0.011060440015358, 0.011060440015358]",,,Pd-0.217-Sn-0.783,,,,,,,,,,,,,,,0.1976666666666666,0.0111504857891184,,,,,,,,,0.8023333333333333,0.0111504857891184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2166666666666666,0.0237135685491098,0.7833333333333333,0.0237135685491099,"[0.0237135685491098, 0.0237135685491099]",0.3466666666666667,0.011060440015358,0.6533333333333334,0.011060440015358,,,,
vsp4_240726_Pd-0.4-Sn-0.6_pp0_rep1,vsp,4,240726,Pd-0.25-Sn-0.75,"[0.0254230866208911, 0.0254230866208911]",Pd-0.356-Sn-0.644,"[0.0173493515728974, 0.0173493515728974]",,,Pd-0.285-Sn-0.715,,,,,,,,,,,,,,,0.2503333333333333,0.0254230866208911,,,,,,,,,0.7496666666666667,0.0254230866208911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2846666666666667,0.0262741951985847,0.7153333333333333,0.0262741951985846,"[0.0262741951985847, 0.0262741951985846]",0.356,0.0173493515728974,0.644,0.0173493515728974,,,,
vsp4_240726_Pd-0.47-Sn-0.53_pp0_rep1,vsp,4,240726,Pd-0.261-Sn-0.739,"[0.0030550504633038, 0.0030550504633038]",Pd-0.394-Sn-0.606,"[0.0200748598998847, 0.0200748598998847]",,,Pd-0.294-Sn-0.706,,,,,,,,,,,,,,,0.2606666666666666,0.0030550504633038,,,,,,,,,0.7393333333333333,0.0030550504633038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2936666666666667,0.0354729944229879,0.7063333333333333,0.0354729944229879,"[0.0354729944229879, 0.0354729944229879]",0.3939999999999999,0.0200748598998847,0.606,0.0200748598998847,,,,
vsp4_240726_Pd-0.5-Sn-0.5_pp0_rep1,vsp,4,240726,Pd-0.3-Sn-0.7,"[0.0251594912508182, 0.0251594912508182]",Pd-0.41-Sn-0.59,"[0.0045825756949558, 0.0045825756949558]",,,Pd-0.312-Sn-0.688,,,,,,,,,,,,,,,0.3,0.0251594912508182,,,,,,,,,0.7000000000000002,0.0251594912508182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312,0.0396610640301039,0.6880000000000001,0.0396610640301038,"[0.0396610640301039, 0.0396610640301038]",0.41,0.0045825756949558,0.59,0.0045825756949558,,,,
vsp4_240726_Pd-0.5-Sn-0.5_pp0_rep2,vsp,4,240726,Pd-0.292-Sn-0.708,"[0.0188767935130236, 0.0188767935130237]",Pd-0.412-Sn-0.588,"[0.0157162336455016, 0.0157162336455017]",,,Pd-0.322-Sn-0.678,,,,,,,,,,,,,,,0.2923333333333333,0.0188767935130236,,,,,,,,,0.7076666666666668,0.0188767935130237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.322,0.0345976877840123,0.6779999999999999,0.0345976877840123,"[0.0345976877840123, 0.0345976877840123]",0.412,0.0157162336455016,0.588,0.0157162336455017,,,,
vsp4_240726_Pd-0.5-Sn-0.5_pp0_rep3,vsp,4,240726,Pd-0.356-Sn-0.644,"[0.0290229794013869, 0.029022979401387]",Pd-0.427-Sn-0.573,"[0.0090184995056457, 0.0090184995056458]",,,Pd-0.366-Sn-0.634,,,,,,,,,,,,,,,0.3556666666666667,0.0290229794013869,,,,,,,,,0.6443333333333334,0.029022979401387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3663333333333334,0.0405010287935175,0.6336666666666666,0.0405010287935175,"[0.0405010287935175, 0.0405010287935175]",0.4273333333333333,0.0090184995056457,0.5726666666666668,0.0090184995056458,,,,
vsp4_240726_Pd-0.54-Sn-0.46_pp0_rep1,vsp,4,240726,Pd-0.327-Sn-0.673,"[0.0130511813003012, 0.0130511813003013]",Pd-0.439-Sn-0.561,"[0.0035118845842842, 0.0035118845842841]",,,Pd-0.356-Sn-0.644,,,,,,,,,,,,,,,0.3266666666666666,0.0130511813003012,,,,,,,,,0.6733333333333333,0.0130511813003013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.356,0.0165227116418582,0.644,0.0165227116418583,"[0.0165227116418582, 0.0165227116418583]",0.4393333333333333,0.0035118845842842,0.5606666666666666,0.0035118845842841,,,,
vsp4_240726_Pd-0.58-Sn-0.42_pp0_rep1,vsp,4,240726,Pd-0.302-Sn-0.698,"[0.0095393920141694, 0.0095393920141694]",Pd-0.429-Sn-0.571,"[0.0165025250593153, 0.0165025250593153]",,,Pd-0.331-Sn-0.669,,,,,,,,,,,,,,,0.302,0.0095393920141694,,,,,,,,,0.6980000000000001,0.0095393920141694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3306666666666666,0.0215019378971602,0.6693333333333333,0.0215019378971601,"[0.0215019378971602, 0.0215019378971601]",0.4293333333333333,0.0165025250593153,0.5706666666666667,0.0165025250593153,,,,
vsp4_240726_Pd-0.62-Sn-0.38_pp0_rep1,vsp,4,240726,Pd-0.273-Sn-0.727,"[0.0385529938310027, 0.0385529938310027]",Pd-0.384-Sn-0.616,"[0.0066583281184794, 0.0066583281184794]",,,Pd-0.289-Sn-0.711,,,,,,,,,,,,,,,0.2726666666666666,0.0385529938310027,,,,,,,,,0.7273333333333333,0.0385529938310027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2893333333333334,0.0142243921955679,0.7106666666666667,0.0142243921955678,"[0.0142243921955679, 0.0142243921955678]",0.3836666666666666,0.0066583281184794,0.6163333333333333,0.0066583281184794,,,,
vsp4_240726_Pd-0.667-Sn-0.333_pp0_rep1,vsp,4,240726,Pd-0.394-Sn-0.606,"[0.016093476939431, 0.016093476939431]",Pd-0.485-Sn-0.515,"[0.0030550504633038, 0.0030550504633038]",,,Pd-0.408-Sn-0.592,,,,,,,,,,,,,,,0.3939999999999999,0.016093476939431,,,,,,,,,0.606,0.016093476939431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4083333333333334,0.030566866593312,0.5916666666666667,0.0305668665933119,"[0.030566866593312, 0.0305668665933119]",0.4846666666666666,0.0030550504633038,0.5153333333333333,0.0030550504633038,,,,
vsp4_240726_Pd-0.7-Sn-0.3_pp0_rep1,vsp,4,240726,Pd-0.337-Sn-0.663,"[0.0166433169770932, 0.0166433169770933]",Pd-0.443-Sn-0.557,"[0.0062449979983984, 0.0062449979983983]",,,Pd-0.341-Sn-0.659,,,,,,,,,,,,,,,0.3369999999999999,0.0166433169770932,,,,,,,,,0.6629999999999999,0.0166433169770933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.341,0.0252388589282479,0.6589999999999999,0.0252388589282479,"[0.0252388589282479, 0.0252388589282479]",0.443,0.0062449979983984,0.557,0.0062449979983983,,,,
vsp4_240726_Pd-0.75-Sn-0.25_pp0_rep1,vsp,4,240726,Pd-0.408-Sn-0.592,"[0.0206639783197718, 0.0206639783197718]",Pd-0.535-Sn-0.465,"[0.0088881944173155, 0.0088881944173155]",,,Pd-0.439-Sn-0.561,,,,,,,,,,,,,,,0.408,0.0206639783197718,,,,,,,,,0.592,0.0206639783197718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4386666666666666,0.0058594652770822,0.5613333333333332,0.0058594652770822,"[0.0058594652770822, 0.0058594652770822]",0.535,0.0088881944173155,0.465,0.0088881944173155,,,,
vsp4_240726_Pd-0.75-Sn-0.25_pp0_rep2,vsp,4,240726,Pd-0.509-Sn-0.491,"[0.0167729941672121, 0.0167729941672121]",Pd-0.597-Sn-0.403,"[0.0095043849529221, 0.0095043849529221]",,,Pd-0.53-Sn-0.47,,,,,,,,,,,,,,,0.5093333333333333,0.0167729941672121,,,,,,,,,0.4906666666666666,0.0167729941672121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5296666666666666,0.0196299091524472,0.4703333333333333,0.0196299091524472,"[0.0196299091524472, 0.0196299091524472]",0.5966666666666667,0.0095043849529221,0.4033333333333333,0.0095043849529221,,,,
vsp4_240726_Pd-0.75-Sn-0.25_pp0_rep3,vsp,4,240726,Pd-0.473-Sn-0.527,"[0.0228108161479008, 0.0228108161479008]",Pd-0.555-Sn-0.445,"[0.0188237438713273, 0.0188237438713273]",,,Pd-0.491-Sn-0.509,,,,,,,,,,,,,,,0.4733333333333333,0.0228108161479008,,,,,,,,,0.5266666666666667,0.0228108161479008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4909999999999999,0.0091651513899116,0.509,0.0091651513899116,"[0.0091651513899116, 0.0091651513899116]",0.5553333333333333,0.0188237438713273,0.4446666666666667,0.0188237438713273,,,,
vsp4_240726_Pd-0.833-Sn-0.167_pp0_rep1,vsp,4,240726,Pd-0.574-Sn-0.426,"[0.0223681320930768, 0.0223681320930768]",Pd-0.635-Sn-0.365,"[0.0127410099024109, 0.0127410099024109]",,,Pd-0.568-Sn-0.432,,,,,,,,,,,,,,,0.5743333333333333,0.0223681320930768,,,,,,,,,0.4256666666666667,0.0223681320930768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5676666666666667,0.0195021366350801,0.4323333333333333,0.0195021366350801,"[0.0195021366350801, 0.0195021366350801]",0.6346666666666666,0.0127410099024109,0.3653333333333333,0.0127410099024109,,,,
vsp4_240726_Pd-0.867-Sn-0.133_pp0_rep1,vsp,4,240726,Pd-0.682-Sn-0.318,"[0.0078102496759066, 0.0078102496759066]",Pd-0.704-Sn-0.296,"[0.0097125348562223, 0.0097125348562223]",,,Pd-0.697-Sn-0.303,,,,,,,,,,,,,,,0.6819999999999999,0.0078102496759066,,,,,,,,,0.318,0.0078102496759066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6966666666666667,0.0245424801789332,0.3033333333333334,0.0245424801789332,"[0.0245424801789332, 0.0245424801789332]",0.7043333333333334,0.0097125348562223,0.2956666666666667,0.0097125348562223,,,,
vsp4_240726_Pd-0.889-Sn-0.111_pp0_rep1,vsp,4,240726,Pd-0.874-Sn-0.126,"[0.0325115364140176, 0.0324607968684278]",Pd-0.857-Sn-0.143,"[0.0202072594216369, 0.0202072594216369]",,,Pd-0.827-Sn-0.173,,,,,,,,,,,,,,,0.874,0.0325115364140176,,,,,,,,,0.1260333333333333,0.0324607968684278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8266666666666667,0.0455009157417006,0.1733333333333333,0.0455009157417005,"[0.0455009157417006, 0.0455009157417005]",0.8566666666666666,0.0202072594216369,0.1433333333333333,0.0202072594216369,,,,
vsp4_240726_Pd-0.889-Sn-0.111_pp0_rep2,vsp,4,240726,Pd-0.844-Sn-0.156,"[0.0906439922627712, 0.0906794905146693]",Pd-0.87-Sn-0.13,"[0.0017320508075688, 0.0017320508075688]",,,Pd-0.729-Sn-0.271,,,,,,,,,,,,,,,0.8436666666666666,0.0906439922627712,,,,,,,,,0.1563,0.0906794905146693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7286666666666667,0.0395769293065206,0.2713333333333333,0.0395769293065206,"[0.0395769293065206, 0.0395769293065206]",0.87,0.0017320508075688,0.13,0.0017320508075688,,,,
vsp4_240726_Pd-0.889-Sn-0.111_pp0_rep3,vsp,4,240726,Pd-0.848-Sn-0.152,"[0.0219317121994613, 0.0219317121994612]",Pd-0.837-Sn-0.163,"[0.0192873015219859, 0.0192873015219859]",,,Pd-0.841-Sn-0.159,,,,,,,,,,,,,,,0.848,0.0219317121994613,,,,,,,,,0.152,0.0219317121994612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8409999999999999,0.0147309198626562,0.159,0.0147309198626562,"[0.0147309198626562, 0.0147309198626562]",0.8370000000000001,0.0192873015219859,0.163,0.0192873015219859,,,,
vsp4_240726_Pd-1.0_pp0_rep1,vsp,4,240726,Pd-1.0,[0.0025166114784235],Pd-1.0,[0.0080208062770106],,,Pd-1.0,,,,,,,,,,,,,,,0.9673333333333334,0.0025166114784235,,,,,,,,,0.0327333333333333,0.0024986663109213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.941,0.007,0.0588333333333333,0.0070882531933709,[0.007],0.9483333333333333,0.0080208062770106,0.0518,0.0077175125526298,,,,
vsp4_240726_Sn-1.0_pp0_rep1,vsp,4,240726,Sn-1.0,[0.0035118845842842],Sn-1.0,[0.0043588989435407],,,Sn-1.0,,,,,,,,,,,,,,,0.0185,0.0033045423283716,,,,,,,,,0.9816666666666668,0.0035118845842842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0240666666666666,0.0138583308278209,0.976,0.014,[0.014],0.161,0.0043588989435406,0.839,0.0043588989435407,,,,
vsp9_240726_Sn-0.19-Zn-0.81_pp0_rep1,vsp,9,240726,Sn-0.287-Zn-0.713,"[0.0150996688705414, 0.0150996688705415]",Sn-0.308-Zn-0.692,"[0.003, 0.0029999999999999]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.287,0.0150996688705414,,,,,,,,,,,,,,,,,,,,,0.7130000000000001,0.0150996688705415,,,,,,,,,,,,,,,,0.308,0.003,0.6920000000000001,0.0029999999999999,,
vsp9_240726_Sn-0.22-Zn-0.78_pp0_rep1,vsp,9,240726,Sn-0.136-Zn-0.864,"[0.0371847190836953, 0.0372424488990721]",Sn-0.175-Zn-0.825,"[0.0055075705472861, 0.005507570547286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1360333333333333,0.0371847190836953,,,,,,,,,,,,,,,,,,,,,0.864,0.0372424488990721,,,,,,,,,,,,,,,,0.1746666666666666,0.0055075705472861,0.8253333333333334,0.005507570547286,,
vsp9_240726_Sn-0.25-Zn-0.75_pp0_rep1,vsp,9,240726,Sn-0.183-Zn-0.817,"[0.0127410099024109, 0.0127410099024109]",Sn-0.23-Zn-0.77,"[0.0015275252316519, 0.0015275252316519]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1826666666666666,0.0127410099024109,,,,,,,,,,,,,,,,,,,,,0.8173333333333334,0.0127410099024109,,,,,,,,,,,,,,,,0.2296666666666666,0.0015275252316519,0.7703333333333333,0.0015275252316519,,
vsp9_240726_Sn-0.25-Zn-0.75_pp0_rep2,vsp,9,240726,Sn-0.189-Zn-0.811,"[0.016093476939431, 0.0160934769394311]",Sn-0.234-Zn-0.766,"[0.0085440037453175, 0.0085440037453175]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1889999999999999,0.016093476939431,,,,,,,,,,,,,,,,,,,,,0.8109999999999999,0.0160934769394311,,,,,,,,,,,,,,,,0.2339999999999999,0.0085440037453175,0.766,0.0085440037453175,,
vsp9_240726_Sn-0.25-Zn-0.75_pp0_rep3,vsp,9,240726,Sn-0.196-Zn-0.804,"[0.0205020324195757, 0.0205020324195756]",Sn-0.238-Zn-0.762,"[0.0155670592384474, 0.0155670592384475]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1963333333333333,0.0205020324195757,,,,,,,,,,,,,,,,,,,,,0.8036666666666665,0.0205020324195756,,,,,,,,,,,,,,,,0.2376666666666666,0.0155670592384474,0.7623333333333333,0.0155670592384475,,
vsp9_240726_Sn-0.28-Zn-0.72_pp0_rep1,vsp,9,240726,Sn-0.202-Zn-0.798,"[0.0249799919935936, 0.0249799919935935]",Sn-0.228-Zn-0.772,"[0.0086216781042517, 0.0086216781042516]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2019999999999999,0.0249799919935936,,,,,,,,,,,,,,,,,,,,,0.798,0.0249799919935935,,,,,,,,,,,,,,,,0.2283333333333333,0.0086216781042517,0.7716666666666666,0.0086216781042516,,
vsp9_240726_Sn-0.31-Zn-0.69_pp0_rep1,vsp,9,240726,Sn-0.213-Zn-0.787,"[0.0279999999999999, 0.028]",Sn-0.259-Zn-0.741,"[0.0064291005073286, 0.0064291005073286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.213,0.0279999999999999,,,,,,,,,,,,,,,,,,,,,0.787,0.028,,,,,,,,,,,,,,,,0.2586666666666666,0.0064291005073286,0.7413333333333334,0.0064291005073286,,
vsp9_240726_Sn-0.333-Zn-0.667_pp0_rep1,vsp,9,240726,Sn-0.232-Zn-0.768,"[0.0195533458347499, 0.0195533458347499]",Sn-0.28-Zn-0.72,"[0.008, 0.0079999999999999]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2316666666666666,0.0195533458347499,,,,,,,,,,,,,,,,,,,,,0.7683333333333332,0.0195533458347499,,,,,,,,,,,,,,,,0.28,0.008,0.7200000000000001,0.0079999999999999,,
vsp9_240726_Sn-0.333-Zn-0.667_pp0_rep2,vsp,9,240726,Sn-0.241-Zn-0.759,"[0.0277308492477241, 0.027730849247724]",Sn-0.276-Zn-0.724,"[0.0121243556529821, 0.0121243556529821]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.241,0.0277308492477241,,,,,,,,,,,,,,,,,,,,,0.759,0.027730849247724,,,,,,,,,,,,,,,,0.276,0.0121243556529821,0.7239999999999999,0.0121243556529821,,
vsp9_240726_Sn-0.333-Zn-0.667_pp0_rep3,vsp,9,240726,Sn-0.232-Zn-0.768,"[0.0632376470150495, 0.0632376470150495]",Sn-0.277-Zn-0.723,"[0.0085049005481153, 0.0085049005481154]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.232,0.0632376470150495,,,,,,,,,,,,,,,,,,,,,0.7679999999999999,0.0632376470150495,,,,,,,,,,,,,,,,0.2773333333333334,0.0085049005481153,0.7226666666666667,0.0085049005481154,,
vsp9_240726_Sn-0.37-Zn-0.63_pp0_rep1,vsp,9,240726,Sn-0.295-Zn-0.705,"[0.0094516312525052, 0.0094516312525052]",Sn-0.285-Zn-0.715,"[0.0086602540378443, 0.0086602540378443]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2946666666666666,0.0094516312525052,,,,,,,,,,,,,,,,,,,,,0.7053333333333334,0.0094516312525052,,,,,,,,,,,,,,,,0.285,0.0086602540378443,0.715,0.0086602540378443,,
vsp9_240726_Sn-0.37-Zn-0.63_pp0_rep2,vsp,9,240726,Sn-0.277-Zn-0.723,"[0.008144527815247, 0.008144527815247]",Sn-0.291-Zn-0.709,"[0.0115036226178249, 0.0115036226178248]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2766666666666666,0.008144527815247,,,,,,,,,,,,,,,,,,,,,0.7233333333333333,0.008144527815247,,,,,,,,,,,,,,,,0.2913333333333334,0.0115036226178249,0.7086666666666668,0.0115036226178248,,
vsp9_240726_Sn-0.37-Zn-0.63_pp0_rep3,vsp,9,240726,Sn-0.313-Zn-0.687,"[0.0323161466349769, 0.032316146634977]",Sn-0.315-Zn-0.685,"[0.0132035348802255, 0.0132035348802256]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3126666666666666,0.0323161466349769,,,,,,,,,,,,,,,,,,,,,0.6873333333333335,0.032316146634977,,,,,,,,,,,,,,,,0.3146666666666666,0.0132035348802255,0.6853333333333333,0.0132035348802256,,
vsp9_240726_Sn-0.4-Zn-0.6_pp0_rep1,vsp,9,240726,Sn-0.276-Zn-0.724,"[0.0180092568789867, 0.0180092568789868]",Sn-0.265-Zn-0.735,"[0.0230723499742296, 0.0230723499742295]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2763333333333333,0.0180092568789867,,,,,,,,,,,,,,,,,,,,,0.7236666666666666,0.0180092568789868,,,,,,,,,,,,,,,,0.2653333333333333,0.0230723499742296,0.7346666666666666,0.0230723499742295,,
vsp9_240726_Sn-0.44-Zn-0.56_pp0_rep1,vsp,9,240726,Sn-0.279-Zn-0.721,"[0.0633192966901349, 0.0633192966901348]",Sn-0.339-Zn-0.661,"[0.013856406460551, 0.013856406460551]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2786666666666667,0.0633192966901349,,,,,,,,,,,,,,,,,,,,,0.7213333333333334,0.0633192966901348,,,,,,,,,,,,,,,,0.3389999999999999,0.013856406460551,0.661,0.013856406460551,,
vsp9_240726_Sn-0.47-Zn-0.53_pp0_rep1,vsp,9,240726,Sn-0.333-Zn-0.667,"[0.0098657657246324, 0.0098657657246325]",Sn-0.34-Zn-0.66,"[0.016653327995729, 0.016653327995729]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3326666666666666,0.0098657657246324,,,,,,,,,,,,,,,,,,,,,0.6673333333333334,0.0098657657246325,,,,,,,,,,,,,,,,0.3396666666666666,0.016653327995729,0.6603333333333333,0.016653327995729,,
vsp9_240726_Sn-0.5-Zn-0.5_pp0_rep1,vsp,9,240726,Sn-0.357-Zn-0.643,"[0.0125033328890073, 0.0125033328890073]",Sn-0.366-Zn-0.634,"[0.0049328828623162, 0.0049328828623162]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3573333333333333,0.0125033328890073,,,,,,,,,,,,,,,,,,,,,0.6426666666666666,0.0125033328890073,,,,,,,,,,,,,,,,0.3656666666666666,0.0049328828623162,0.6343333333333333,0.0049328828623162,,
vsp9_240726_Sn-0.5-Zn-0.5_pp0_rep2,vsp,9,240726,Sn-0.341-Zn-0.659,"[0.0301385688667085, 0.0301385688667085]",Sn-0.34-Zn-0.66,"[0.0110151410945722, 0.0110151410945721]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3413333333333333,0.0301385688667085,,,,,,,,,,,,,,,,,,,,,0.6586666666666666,0.0301385688667085,,,,,,,,,,,,,,,,0.3396666666666666,0.0110151410945722,0.6603333333333333,0.0110151410945721,,
vsp9_240726_Sn-0.5-Zn-0.5_pp0_rep3,vsp,9,240726,Sn-0.339-Zn-0.661,"[0.0145258390463339, 0.014525839046334]",Sn-0.317-Zn-0.683,"[0.0080829037686547, 0.0080829037686548]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3389999999999999,0.0145258390463339,,,,,,,,,,,,,,,,,,,,,0.6609999999999999,0.014525839046334,,,,,,,,,,,,,,,,0.3173333333333333,0.0080829037686547,0.6826666666666666,0.0080829037686548,,
vsp9_240726_Sn-0.53-Zn-0.47_pp0_rep1,vsp,9,240726,Sn-0.35-Zn-0.65,"[0.009609023536933, 0.0096090235369331]",Sn-0.344-Zn-0.656,"[0.0120968315410826, 0.0120968315410827]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3503333333333334,0.009609023536933,,,,,,,,,,,,,,,,,,,,,0.6496666666666666,0.0096090235369331,,,,,,,,,,,,,,,,0.3443333333333333,0.0120968315410826,0.6556666666666667,0.0120968315410827,,
vsp9_240726_Sn-0.53-Zn-0.47_pp0_rep2,vsp,9,240726,Sn-0.328-Zn-0.672,"[0.0450444225182208, 0.0450444225182208]",Sn-0.372-Zn-0.628,"[0.0127671453348036, 0.0127671453348037]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.328,0.0450444225182208,,,,,,,,,,,,,,,,,,,,,0.672,0.0450444225182208,,,,,,,,,,,,,,,,0.3719999999999999,0.0127671453348036,0.628,0.0127671453348037,,
vsp9_240726_Sn-0.53-Zn-0.47_pp0_rep3,vsp,9,240726,Sn-0.347-Zn-0.653,"[0.0066583281184793, 0.0066583281184794]",Sn-0.323-Zn-0.677,"[0.0085049005481153, 0.0085049005481153]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3473333333333333,0.0066583281184793,,,,,,,,,,,,,,,,,,,,,0.6526666666666666,0.0066583281184794,,,,,,,,,,,,,,,,0.3226666666666666,0.0085049005481153,0.6773333333333333,0.0085049005481153,,
vsp9_240726_Sn-0.56-Zn-0.44_pp0_rep1,vsp,9,240726,Sn-0.348-Zn-0.652,"[0.014933184523068, 0.0149331845230681]",Sn-0.333-Zn-0.667,"[0.0037859388972001, 0.0037859388972002]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.348,0.014933184523068,,,,,,,,,,,,,,,,,,,,,0.652,0.0149331845230681,,,,,,,,,,,,,,,,0.3326666666666666,0.0037859388972001,0.6673333333333332,0.0037859388972002,,
vsp9_240726_Sn-1.0_pp0_rep1,vsp,9,240726,Sn-1.0,[0.0051316014394469],Sn-1.0,[0.0028867513459481],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9976666666666668,0.0051316014394469,,,,,,,,,,,,,,,,,,,,,0.0020333333333333,0.0050342162581014,,,,,,,,,,,,,,,,0.9533333333333333,0.0028867513459481,0.0467,0.0026851443164195,,
vsp9_240726_Zn-1.0_pp0_rep1,vsp,9,240726,Zn-1.0,[0.0047258156262525],Zn-1.0,[0.0037859388972002],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0057666666666666,0.00450037035513,,,,,,,,,,,,,,,,,,,,,0.9943333333333334,0.0047258156262525,,,,,,,,,,,,,,,,0.0151333333333333,0.0035104605585782,0.9846666666666666,0.0037859388972002,,
vsp10_240726_Au-0.111-Zn-0.889_pp0_rep1,vsp,10,240726,Au-0.089-Zn-0.911,"[0.0102996763703202, 0.0105356537528526]",Au-0.132-Zn-0.868,"[0.0026457513110645, 0.0026457513110645]",,,,,,0.0891666666666666,0.0102996763703202,,,0.132,0.0026457513110645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.911,0.0105356537528526,,,,,,,,,,,,,,,,,,0.868,0.0026457513110645,,
