xrd dir,sample id,source,batch number,batch date,target comp,xrf comp,xrf offset,xrf stdev,allsolutions_cifids,allsolutions_formulas,allsolutions_weights,allsolutions_rwp,total no of solutions,solutions_target_cifids,solutions_target_qrankings,solutions_target_qscore,solutions_target_formulas,solutions_target_rwp,solutions_target_wt,solutions_target_rankings
vsp13_240823_2\/raw\/vsp13_240823_Ag-0.1-Au-0.4-Zn-0.5_pp0_rep1.xy,vsp13_240823_Ag-0.1-Au-0.4-Zn-0.5_pp0_rep1,vsp,13,240823,Ag-0.1-Au-0.4-Zn-0.5,Ag-0.095-Au-0.374-Zn-0.531,"[0.005, 0.026, -0.031]","[0.01, 0.02, 0.01]","[['oqmd-746613', 'dcgat-agm003163927', 'cod-1510322'], ['dcgat-agm003190334', 'cod-1510322', 'cod-1510573'], ['oqmd-516518', 'dcgat-agm003163927', 'cod-1510322'], ['mp-1187952', 'cod-1510573'], ['dcgat-agm003190336', 'cod-1510573'], ['cod-2310025', 'cod-1510573'], ['mp-1215497', 'dcgat-agm003190334', 'cod-1510322'], ['dcgat-agm003162006', 'cod-1510573'], ['cod-5910022', 'cod-1510322'], ['oqmd-1124783', 'cod-1510573'], ['oqmd-1520469', 'cod-1510573'], ['mp-1008634', 'cod-1510573'], ['oqmd-311946', 'dcgat-agm003163927', 'oqmd-748483']]","[['Ag-0.25-Au-0.5-Zn-0.25', 'Ag-0.5-Au-0.5', 'Au-0.5-Zn-0.5'], ['Ag-0.5-Zn-0.5', 'Au-0.5-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Ag-0.25-Au-0.5-Zn-0.25', 'Ag-0.5-Au-0.5', 'Au-0.5-Zn-0.5'], ['Ag-0.75-Zn-0.25', 'Au-0.625-Zn-0.375'], ['Ag-0.75-Zn-0.25', 'Au-0.625-Zn-0.375'], ['Ag-0.25-Au-0.25-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Ag-0.25-Zn-0.75', 'Ag-0.5-Zn-0.5', 'Au-0.5-Zn-0.5'], ['Ag-0.5-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Au-0.385-Zn-0.615', 'Au-0.5-Zn-0.5'], ['Ag-0.25-Au-0.25-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Ag-1.0', 'Au-0.625-Zn-0.375'], ['Au-1.0', 'Au-0.625-Zn-0.375'], ['Au-0.25-Zn-0.75', 'Ag-0.5-Au-0.5', 'Ag-0.5-Zn-0.5']]","[[0.12, 0.01, 0.87], [0.04, 0.59, 0.37], [0.08, 0.01, 0.91], [0.05, 0.95], [0.07, 0.93], [0.37, 0.63], [0.08, 0.04, 0.88], [0.13, 0.87], [0.07, 0.93], [0.07, 0.93], [0.04, 0.96], [0.02, 0.98], [0.03, 0.06, 0.91]]","[36.5, 38.8, 39.5, 39.9, 40.8, 40.8, 40.9, 40.9, 41.0, 42.3, 42.4, 42.4, 47.0]",13,[],[0],0.0,[],[],[],[]
vsp13_240823_2\/raw\/vsp13_240823_Ag-0.1-Au-0.5-Zn-0.4_pp0_rep1.xy,vsp13_240823_Ag-0.1-Au-0.5-Zn-0.4_pp0_rep1,vsp,13,240823,Ag-0.1-Au-0.5-Zn-0.4,Ag-0.058-Au-0.437-Zn-0.505,"[0.042, 0.063, -0.105]","[0.02, 0.02, 0.03]","[['dcgat-agm003289697', 'oqmd-745269', 'cod-2310025'], ['cod-2310068', 'cod-2310025', 'oqmd-745269'], ['dcgat-agm003268421', 'cod-1510573', 'cod-1509568'], ['dcgat-agm003643288', 'cod-1510573', 'cod-1509568'], ['dcgat-agm003643289', 'mp-2647117', 'cod-1510573'], ['dcgat-agm003289101', 'cod-1510573', 'cod-1509568']]","[['Au-0.429-Zn-0.571', 'Ag-0.5-Au-0.25-Zn-0.25', 'Ag-0.25-Au-0.25-Zn-0.5'], ['Ag-0.5-Zn-0.5', 'Ag-0.25-Au-0.25-Zn-0.5', 'Ag-0.5-Au-0.25-Zn-0.25'], ['Ag-0.333-Au-0.667', 'Au-0.625-Zn-0.375', 'Ag-0.5-Zn-0.5'], ['Ag-0.4-Au-0.1-Zn-0.5', 'Au-0.625-Zn-0.375', 'Ag-0.5-Zn-0.5'], ['Ag-0.1-Au-0.5-Zn-0.4', 'Zn-1.0', 'Au-0.625-Zn-0.375'], ['Ag-0.778-Zn-0.222', 'Au-0.625-Zn-0.375', 'Ag-0.5-Zn-0.5']]","[[0.1, 0.41, 0.49], [0.05, 0.5, 0.46], [0.28, 0.72, 0.0], [0.14, 0.82, 0.04], [0.28, 0.69, 0.04], [0.36, 0.58, 0.05]]","[38.7, 39.4, 42.4, 43.8, 45.3, 48.4]",6,[],[0],0.0,[],[],[],[]
vsp13_240823_2\/raw\/vsp13_240823_Ag-0.111-Au-0.222-Zn-0.667_pp0_rep1.xy,vsp13_240823_Ag-0.111-Au-0.222-Zn-0.667_pp0_rep1,vsp,13,240823,Ag-0.111-Au-0.222-Zn-0.667,Ag-0.112-Au-0.263-Zn-0.625,"[-0.001, -0.041, 0.042]","[0.0, 0.01, 0.01]","[['dcgat-agm003470798', 'cod-1510322', 'cod-1510573'], ['cod-2310025', 'cod-1510573'], ['cod-5910022', 'dcgat-agm003163927', 'cod-1510322'], ['oqmd-1124783', 'cod-1510573'], ['dcgat-agm003551780', 'oqmd-1124783', 'cod-1510573'], ['dcgat-agm003162006', 'cod-1510573'], ['dcgat-agm003165033', 'oqmd-311946', 'oqmd-745269'], ['dcgat-agm003185950', 'oqmd-311946', 'dcgat-agm003163927'], ['mp-1215460', 'oqmd-311946', 'dcgat-agm003163927']]","[['Ag-0.25-Au-0.125-Zn-0.625', 'Au-0.5-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Ag-0.25-Au-0.25-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Au-0.385-Zn-0.615', 'Ag-0.5-Au-0.5', 'Au-0.5-Zn-0.5'], ['Ag-0.25-Au-0.25-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Ag-0.375-Au-0.5-Zn-0.125', 'Ag-0.25-Au-0.25-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Ag-0.5-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Ag-0.5-Au-0.5', 'Au-0.25-Zn-0.75', 'Ag-0.5-Au-0.25-Zn-0.25'], ['Ag-0.5-Au-0.5', 'Au-0.25-Zn-0.75', 'Ag-0.5-Au-0.5'], ['Ag-0.25-Au-0.25-Zn-0.5', 'Au-0.25-Zn-0.75', 'Ag-0.5-Au-0.5']]","[[0.06, 0.61, 0.32], [0.78, 0.22], [0.04, 0.01, 0.94], [0.09, 0.91], [0.0, 0.09, 0.91], [0.08, 0.92], [0.06, 0.9, 0.04], [0.02, 0.98, 0.0], [0.06, 0.94, 0.0]]","[33.8, 34.6, 36.3, 37.0, 37.0, 37.1, 38.5, 40.4, 40.8]",9,[],[0],0.0,[],[],[],[]
vsp13_240823_2\/raw\/vsp13_240823_Ag-0.125-Au-0.125-Zn-0.75_pp0_rep1.xy,vsp13_240823_Ag-0.125-Au-0.125-Zn-0.75_pp0_rep1,vsp,13,240823,Ag-0.125-Au-0.125-Zn-0.75,Ag-0.084-Au-0.125-Zn-0.791,"[0.041, 0.0, -0.041]","[0.0, 0.01, 0.01]","[['dcgat-agm003203456', 'cod-2310025', 'cod-1510573'], ['dcgat-agm003200882', 'cod-2310025', 'cod-1510573'], ['dcgat-agm003290563', 'cod-1510322', 'cod-1510573'], ['dcgat-agm003677109', 'cod-1510573'], ['oqmd-322488', 'cod-1510573'], ['mp-996977', 'oqmd-322488', 'cod-1510573'], ['mp-1183205', 'cod-1510573'], ['dcgat-agm003550448', 'cod-1510573'], ['oqmd-1472066', 'cod-1510573'], ['dcgat-agm003677110', 'cod-1510573'], ['dcgat-agm003551780', 'dcgat-agm003162006', 'cod-1510573'], ['dcgat-agm003166489', 'cod-1510573']]","[['Au-0.667-Zn-0.333', 'Ag-0.25-Au-0.25-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Ag-0.667-Zn-0.333', 'Ag-0.25-Au-0.25-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Au-0.625-Zn-0.375', 'Au-0.5-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Ag-0.083-Au-0.417-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Au-0.75-Zn-0.25', 'Au-0.625-Zn-0.375'], ['Ag-0.25-Au-0.25-O-0.5', 'Au-0.75-Zn-0.25', 'Au-0.625-Zn-0.375'], ['Ag-0.75-Au-0.25', 'Au-0.625-Zn-0.375'], ['Ag-0.5-Au-0.125-Zn-0.375', 'Au-0.625-Zn-0.375'], ['Au-0.444-Zn-0.556', 'Au-0.625-Zn-0.375'], ['Ag-0.417-Au-0.083-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Ag-0.375-Au-0.5-Zn-0.125', 'Ag-0.5-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Ag-0.25-Au-0.5-Zn-0.25', 'Au-0.625-Zn-0.375']]","[[0.01, 0.94, 0.05], [0.01, 0.93, 0.07], [0.0, 0.81, 0.19], [0.17, 0.83], [0.07, 0.93], [0.01, 0.06, 0.93], [0.02, 0.98], [0.0, 1.0], [0.01, 0.99], [0.31, 0.69], [0.0, 0.14, 0.86], [1.0, 0.0]]","[44.0, 44.1, 46.1, 46.3, 46.4, 46.9, 47.2, 47.3, 47.3, 47.9, 48.3, 48.8]",12,[],[0],0.0,[],[],[],[]
vsp13_240823_2\/raw\/vsp13_240823_Ag-0.125-Au-0.125-Zn-0.75_pp0_rep2.xy,vsp13_240823_Ag-0.125-Au-0.125-Zn-0.75_pp0_rep2,vsp,13,240823,Ag-0.125-Au-0.125-Zn-0.75,Ag-0.073-Au-0.126-Zn-0.801,"[0.052, -0.001, -0.051]","[0.01, 0.01, 0.01]","[['oqmd-322488', 'cod-1510573', 'cod-1509568'], ['dcgat-agm003677109', 'cod-1510573', 'cod-1509568'], ['dcgat-agm003189808', 'dcgat-agm003162006', 'cod-1510573'], ['dcgat-agm003203458', 'cod-1510573', 'cod-1509568']]","[['Au-0.75-Zn-0.25', 'Au-0.625-Zn-0.375', 'Ag-0.5-Zn-0.5'], ['Ag-0.083-Au-0.417-Zn-0.5', 'Au-0.625-Zn-0.375', 'Ag-0.5-Zn-0.5'], ['Ag-0.25-Au-0.25-Zn-0.5', 'Ag-0.5-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Au-0.833-Zn-0.167', 'Au-0.625-Zn-0.375', 'Ag-0.5-Zn-0.5']]","[[0.27, 0.73, 0.0], [0.1, 0.83, 0.07], [0.0, 0.13, 0.87], [0.0, 0.95, 0.05]]","[45.4, 49.5, 49.7, 49.7]",4,[],[0],0.0,[],[],[],[]
vsp13_240823_2\/raw\/vsp13_240823_Ag-0.125-Au-0.125-Zn-0.75_pp0_rep3.xy,vsp13_240823_Ag-0.125-Au-0.125-Zn-0.75_pp0_rep3,vsp,13,240823,Ag-0.125-Au-0.125-Zn-0.75,Ag-0.062-Au-0.118-Zn-0.82,"[0.063, 0.007, -0.07]","[0.0, 0.0, 0.0]","[['dcgat-agm003268313', 'cod-1510573'], ['dcgat-agm003188520', 'cod-1510573', 'cod-1509568'], ['dcgat-agm003198979', 'cod-1510573', 'cod-1509568'], ['dcgat-agm003186018', 'cod-1510573', 'cod-1509568'], ['dcgat-agm003201149', 'cod-1510573'], ['oqmd-1520465', 'cod-1510573', 'cod-1509568']]","[['Au-0.667-Zn-0.333', 'Au-0.625-Zn-0.375'], ['Au-0.25-Zn-0.75', 'Au-0.625-Zn-0.375', 'Ag-0.5-Zn-0.5'], ['Ag-0.667-Zn-0.333', 'Au-0.625-Zn-0.375', 'Ag-0.5-Zn-0.5'], ['Ag-0.25-Zn-0.75', 'Au-0.625-Zn-0.375', 'Ag-0.5-Zn-0.5'], ['Au-0.167-Zn-0.833', 'Au-0.625-Zn-0.375'], ['Ag-0.5-Au-0.5', 'Au-0.625-Zn-0.375', 'Ag-0.5-Zn-0.5']]","[[0.01, 0.99], [0.1, 0.0, 0.9], [0.28, 0.0, 0.72], [0.21, 0.0, 0.79], [0.98, 0.02], [0.02, 0.0, 0.98]]","[41.5, 44.8, 48.3, 48.4, 48.5, 48.9]",6,[],[0],0.0,[],[],[],[]
vsp13_240823_2\/raw\/vsp13_240823_Ag-0.125-Au-0.125-Zn-0.75_pp0_rep4.xy,vsp13_240823_Ag-0.125-Au-0.125-Zn-0.75_pp0_rep4,vsp,13,240823,Ag-0.125-Au-0.125-Zn-0.75,Ag-0.066-Au-0.097-Zn-0.837,"[0.059, 0.028, -0.087]","[0.0, 0.01, 0.01]","[['oqmd-758626', 'cod-1510573', 'cod-1509568'], ['oqmd-758607', 'cod-1510573', 'cod-1509568'], ['oqmd-1443731', 'dcgat-agm003190959', 'cod-1510411'], ['oqmd-758621', 'cod-1510573', 'cod-1509568'], ['dcgat-agm003550448', 'oqmd-311946', 'cod-1510573'], ['dcgat-agm003166489', 'cod-1510573', 'cod-1509568'], ['dcgat-agm003185614', 'cod-1510573', 'cod-1509568'], ['dcgat-agm003677109', 'cod-1510573', 'cod-1509568'], ['dcgat-agm003766389']]","[['Au-0.25-Zn-0.75', 'Au-0.625-Zn-0.375', 'Ag-0.5-Zn-0.5'], ['Au-0.429-Zn-0.571', 'Au-0.625-Zn-0.375', 'Ag-0.5-Zn-0.5'], ['Ag-0.667-O-0.333', 'Ag-0.5-Au-0.25-Zn-0.25', 'Au-0.054-Zn-0.946'], ['Au-0.333-Zn-0.667', 'Au-0.625-Zn-0.375', 'Ag-0.5-Zn-0.5'], ['Ag-0.5-Au-0.125-Zn-0.375', 'Au-0.25-Zn-0.75', 'Au-0.625-Zn-0.375'], ['Ag-0.25-Au-0.5-Zn-0.25', 'Au-0.625-Zn-0.375', 'Ag-0.5-Zn-0.5'], ['Au-0.75-Zn-0.25', 'Au-0.625-Zn-0.375', 'Ag-0.5-Zn-0.5'], ['Ag-0.083-Au-0.417-Zn-0.5', 'Au-0.625-Zn-0.375', 'Ag-0.5-Zn-0.5'], ['Ag-0.125-Au-0.125-Zn-0.75']]","[[0.31, 0.04, 0.65], [0.01, 0.01, 0.98], [0.12, 0.0, 0.88], [0.14, 0.05, 0.81], [0.0, 0.98, 0.02], [1.0, 0.0, 0.0], [0.0, 0.07, 0.93], [0.0, 0.12, 0.88], [1.0]]","[40.4, 41.3, 42.1, 44.1, 44.8, 45.8, 46.0, 46.6, 48.3]",9,[],[0],0.0,[],[],[],[]
vsp13_240823_2\/raw\/vsp13_240823_Ag-0.167-Au-0.167-Zn-0.667_pp0_rep1.xy,vsp13_240823_Ag-0.167-Au-0.167-Zn-0.667_pp0_rep1,vsp,13,240823,Ag-0.167-Au-0.167-Zn-0.667,Ag-0.123-Au-0.189-Zn-0.688,"[0.044, -0.022, -0.021]","[0.01, 0.0, 0.02]","[['cod-2310025', 'cod-1510573'], ['cod-5910022', 'cod-1510322', 'cod-1510573'], ['dcgat-agm003551780', 'cod-1510322', 'cod-1510573'], ['oqmd-1124783', 'cod-1510573'], ['dcgat-agm003162006', 'cod-1510573'], ['mp-1187969', 'oqmd-311946', 'oqmd-745269'], ['dcgat-agm003266847', 'oqmd-311946', 'oqmd-745269'], ['oqmd-300937', 'cod-1510322', 'cod-1510573'], ['dcgat-agm003596653', 'cod-1510573']]","[['Ag-0.25-Au-0.25-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Au-0.385-Zn-0.615', 'Au-0.5-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Ag-0.375-Au-0.5-Zn-0.125', 'Au-0.5-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Ag-0.25-Au-0.25-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Ag-0.5-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Ag-0.25-Zn-0.75', 'Au-0.25-Zn-0.75', 'Ag-0.5-Au-0.25-Zn-0.25'], ['Au-0.111-Zn-0.889', 'Au-0.25-Zn-0.75', 'Ag-0.5-Au-0.25-Zn-0.25'], ['Au-0.75-Zn-0.25', 'Au-0.5-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Ag-0.444-Au-0.444-Zn-0.111', 'Au-0.625-Zn-0.375']]","[[0.8, 0.2], [0.02, 0.71, 0.27], [0.0, 0.69, 0.31], [0.08, 0.92], [0.07, 0.93], [0.13, 0.86, 0.01], [1.0, 0.0, 0.0], [0.0, 0.46, 0.54], [0.0, 1.0]]","[32.3, 32.5, 32.7, 35.0, 35.3, 38.0, 38.4, 45.3, 47.6]",9,[],[0],0.0,[],[],[],[]
vsp13_240823_2\/raw\/vsp13_240823_Ag-0.182-Au-0.182-Zn-0.636_pp0_rep1.xy,vsp13_240823_Ag-0.182-Au-0.182-Zn-0.636_pp0_rep1,vsp,13,240823,Ag-0.182-Au-0.182-Zn-0.636,Ag-0.185-Au-0.23-Zn-0.585,"[-0.003, -0.048, 0.051]","[0.01, 0.01, 0.01]","[['dcgat-agm003550449', 'cod-1510322', 'cod-1510573'], ['oqmd-758607', 'oqmd-311946', 'oqmd-745269'], ['oqmd-346507', 'mp-1215460', 'oqmd-311946'], ['dcgat-agm003643288', 'cod-1510573'], ['dcgat-agm003261095', 'dcgat-agm003550449', 'cod-1510322'], ['dcgat-agm003643291', 'cod-1510573'], ['dcgat-agm003166489', 'cod-1510573'], ['oqmd-1472066', 'cod-1510573'], ['dcgat-agm003186018', 'cod-1510573']]","[['Ag-0.125-Au-0.5-Zn-0.375', 'Au-0.5-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Au-0.429-Zn-0.571', 'Au-0.25-Zn-0.75', 'Ag-0.5-Au-0.25-Zn-0.25'], ['Au-0.25-Zn-0.75', 'Ag-0.25-Au-0.25-Zn-0.5', 'Au-0.25-Zn-0.75'], ['Ag-0.4-Au-0.1-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Au-0.125-Zn-0.875', 'Ag-0.125-Au-0.5-Zn-0.375', 'Au-0.5-Zn-0.5'], ['Ag-0.1-Au-0.4-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Ag-0.25-Au-0.5-Zn-0.25', 'Au-0.625-Zn-0.375'], ['Au-0.444-Zn-0.556', 'Au-0.625-Zn-0.375'], ['Ag-0.25-Zn-0.75', 'Au-0.625-Zn-0.375']]","[[0.15, 0.15, 0.71], [0.05, 0.78, 0.17], [0.14, 0.11, 0.75], [0.08, 0.92], [0.1, 0.1, 0.8], [0.18, 0.82], [0.08, 0.92], [0.04, 0.96], [0.0, 1.0]]","[39.0, 40.2, 40.8, 41.3, 41.4, 41.5, 41.8, 43.1, 43.2]",9,[],[0],0.0,[],[],[],[]
vsp13_240823_2\/raw\/vsp13_240823_Ag-0.2-Au-0.2-Zn-0.6_pp0_rep1.xy,vsp13_240823_Ag-0.2-Au-0.2-Zn-0.6_pp0_rep1,vsp,13,240823,Ag-0.2-Au-0.2-Zn-0.6,Ag-0.175-Au-0.254-Zn-0.571,"[0.025, -0.054, 0.029]","[0.0, 0.0, 0.0]","[['mp-1215460', 'oqmd-311946', 'cod-1509208'], ['dcgat-agm003550449', 'cod-1510322', 'cod-1510573'], ['dcgat-agm003643289', 'cod-1509208', 'cod-1510573'], ['oqmd-346507', 'mp-1215460', 'oqmd-311946'], ['dcgat-agm003643291', 'cod-1510573'], ['dcgat-agm003643288', 'cod-1510573'], ['mp-1215575', 'cod-1510322', 'mp-2647117']]","[['Ag-0.25-Au-0.25-Zn-0.5', 'Au-0.25-Zn-0.75', 'Ag-0.25-Au-0.25-Zn-0.5'], ['Ag-0.125-Au-0.5-Zn-0.375', 'Au-0.5-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Ag-0.1-Au-0.5-Zn-0.4', 'Ag-0.25-Au-0.25-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Au-0.25-Zn-0.75', 'Ag-0.25-Au-0.25-Zn-0.5', 'Au-0.25-Zn-0.75'], ['Ag-0.1-Au-0.4-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Ag-0.4-Au-0.1-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Au-0.8-Zn-0.2', 'Au-0.5-Zn-0.5', 'Zn-1.0']]","[[0.13, 0.03, 0.84], [0.12, 0.21, 0.67], [0.07, 0.82, 0.11], [0.17, 0.08, 0.75], [0.17, 0.83], [0.07, 0.93], [0.02, 0.58, 0.4]]","[36.0, 36.5, 36.9, 37.6, 38.7, 38.8, 39.3]",7,[],[0],0.0,[],[],[],[]
vsp13_240823_2\/raw\/vsp13_240823_Ag-0.2-Au-0.4-Zn-0.4_pp0_rep1.xy,vsp13_240823_Ag-0.2-Au-0.4-Zn-0.4_pp0_rep1,vsp,13,240823,Ag-0.2-Au-0.4-Zn-0.4,Ag-0.13-Au-0.351-Zn-0.519,"[0.07, 0.049, -0.119]","[0.01, 0.01, 0.03]","[['dcgat-agm003268421', 'cod-1510573'], ['dcgat-agm003190956', 'cod-1510573'], ['dcgat-agm003289697', 'oqmd-745269', 'cod-2310025'], ['dcgat-agm003267556', 'cod-1510573'], ['dcgat-agm003643291', 'cod-1510573'], ['dcgat-agm003289101', 'cod-1510573'], ['dcgat-agm003268313', 'cod-1510573'], ['dcgat-agm003257800', 'dcgat-agm003157950', 'oqmd-1124783'], ['dcgat-agm003028273'], ['dcgat-agm003257799', 'cod-1510573'], ['dcgat-agm003388416']]","[['Ag-0.333-Au-0.667', 'Au-0.625-Zn-0.375'], ['Ag-0.5-Au-0.25-Zn-0.25', 'Au-0.625-Zn-0.375'], ['Au-0.429-Zn-0.571', 'Ag-0.5-Au-0.25-Zn-0.25', 'Ag-0.25-Au-0.25-Zn-0.5'], ['Ag-0.667-Zn-0.333', 'Au-0.625-Zn-0.375'], ['Ag-0.1-Au-0.4-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Ag-0.778-Zn-0.222', 'Au-0.625-Zn-0.375'], ['Au-0.667-Zn-0.333', 'Au-0.625-Zn-0.375'], ['Au-0.429-Zn-0.571', 'Au-0.667-Zn-0.333', 'Ag-0.25-Au-0.25-Zn-0.5'], ['Ag-0.2-Au-0.4-Zn-0.4'], ['Au-0.571-Zn-0.429', 'Au-0.625-Zn-0.375'], ['Ag-0.2-Au-0.4-Zn-0.4']]","[[0.27, 0.73], [0.37, 0.63], [0.13, 0.28, 0.59], [0.53, 0.47], [0.04, 0.96], [0.3, 0.7], [0.22, 0.78], [0.06, 0.41, 0.53], [1.0], [0.02, 0.98], [1.0]]","[34.6, 35.3, 36.2, 36.6, 41.1, 41.7, 42.4, 43.6, 43.9, 45.8, 49.5]",11,[],[0],0.0,[],[],[],[]
vsp13_240823_2\/raw\/vsp13_240823_Ag-0.222-Au-0.333-Zn-0.444_pp0_rep1.xy,vsp13_240823_Ag-0.222-Au-0.333-Zn-0.444_pp0_rep1,vsp,13,240823,Ag-0.222-Au-0.333-Zn-0.444,Ag-0.155-Au-0.31-Zn-0.535,"[0.067, 0.023, -0.091]","[0.01, 0.0, 0.01]","[['mp-1215460', 'cod-1510322', 'cod-1510573'], ['dcgat-agm003550449', 'cod-1510322', 'cod-1510573'], ['oqmd-300937', 'cod-1510322', 'cod-1510573'], ['dcgat-agm003261095', 'oqmd-1341045', 'cod-1510573'], ['mp-1215437', 'cod-1510573'], ['dcgat-agm002136626', 'oqmd-1340072', 'oqmd-1341045']]","[['Ag-0.25-Au-0.25-Zn-0.5', 'Au-0.5-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Ag-0.125-Au-0.5-Zn-0.375', 'Au-0.5-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Au-0.75-Zn-0.25', 'Au-0.5-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Au-0.125-Zn-0.875', 'Au-0.571-Zn-0.429', 'Au-0.625-Zn-0.375'], ['Ag-0.5-Zn-0.5', 'Au-0.625-Zn-0.375'], ['Au-1.0', 'Ag-0.333-Zn-0.667', 'Au-0.571-Zn-0.429']]","[[0.18, 0.67, 0.15], [0.09, 0.49, 0.42], [0.06, 0.41, 0.53], [0.06, 0.12, 0.82], [0.24, 0.76], [0.14, 0.03, 0.83]]","[35.6, 37.5, 38.2, 40.4, 40.7, 43.3]",6,[],[0],0.0,[],[],[],[]
vsp13_240823_2\/raw\/vsp13_240823_Ag-0.25-Au-0.125-Zn-0.625_pp0_rep1.xy,vsp13_240823_Ag-0.25-Au-0.125-Zn-0.625_pp0_rep1,vsp,13,240823,Ag-0.25-Au-0.125-Zn-0.625,Ag-0.228-Au-0.176-Zn-0.596,"[0.022, -0.051, 0.029]","[0.01, 0.0, 0.01]","[['dcgat-agm003190333', 'cod-1510573', 'cod-1509568'], ['dcgat-agm003267556', 'cod-1510573', 'mp-2647117'], ['oqmd-1339916', 'mp-2647117', 'mp-2646971'], ['dcgat-agm003289101', 'cod-1510573', 'cod-1509568'], ['dcgat-agm003201149', 'dcgat-agm003289101', 'cod-1510573'], ['dcgat-agm003388416', 'oqmd-322488', 'cod-1510573'], ['dcgat-agm003470799', 'cod-1510573', 'cod-1509568'], ['dcgat-agm003291209', 'cod-1510573', 'cod-1509568'], ['dcgat-agm003292095', 'dcgat-agm003290582', 'cod-1510573'], ['dcgat-agm003028272', 'cod-2310068', 'dcgat-agm003163927'], ['oqmd-11876', 'mp-1187812']]","[['Ag-0.5-Zn-0.5', 'Au-0.625-Zn-0.375', 'Ag-0.5-Zn-0.5'], ['Ag-0.667-Zn-0.333', 'Au-0.625-Zn-0.375', 'Zn-1.0'], ['Au-0.721-Zn-0.279', 'Zn-1.0', 'Ag-1.0'], ['Ag-0.778-Zn-0.222', 'Au-0.625-Zn-0.375', 'Ag-0.5-Zn-0.5'], ['Au-0.167-Zn-0.833', 'Ag-0.778-Zn-0.222', 'Au-0.625-Zn-0.375'], ['Ag-0.2-Au-0.4-Zn-0.4', 'Au-0.75-Zn-0.25', 'Au-0.625-Zn-0.375'], ['Ag-0.125-Au-0.625-Zn-0.25', 'Au-0.625-Zn-0.375', 'Ag-0.5-Zn-0.5'], ['Au-0.7-Zn-0.3', 'Au-0.625-Zn-0.375', 'Ag-0.5-Zn-0.5'], ['Au-0.556-Zn-0.444', 'Ag-0.375-Zn-0.625', 'Au-0.625-Zn-0.375'], ['Ag-0.2-Au-0.4-Zn-0.4', 'Ag-0.5-Zn-0.5', 'Ag-0.5-Au-0.5'], ['Ag-1.0', 'Zn-1.0']]","[[0.49, 0.51, 0.0], [0.54, 0.08, 0.38], [0.23, 0.65, 0.12], [0.32, 0.67, 0.01], [0.03, 0.29, 0.68], [0.3, 0.16, 0.54], [0.2, 0.76, 0.04], [0.11, 0.89, 0.0], [0.04, 0.15, 0.81], [0.14, 0.52, 0.35], [0.87, 0.13]]","[32.4, 35.9, 39.5, 41.5, 41.7, 42.1, 42.6, 43.2, 43.7, 44.4, 47.1]",11,[],[0],0.0,[],[],[],[]
