,bulk_id,slab_comp,predicted_voltage_she
5840,dcgat-agm002295867,Ni-0.333-Se-0.667,-1.1915146688421792
7038,dcgat-agm003059593,Ag-0.25-Co-0.25-Se-0.5,-1.19158606985446
23363,oqmd-482824,Ir-0.25-Pd-0.25-Zn-0.5,-1.1916095732919012
20176,mp-672,Cd-0.5-S-0.5,-1.1916125253281429
18155,mp-1025213,In-0.143-P-0.143-Pt-0.714,-1.19162030579683
13277,dcgat-agm003300107,Cu-0.111-Pd-0.889,-1.1916319153477115
15097,dcgat-agm003515521,H-0.091-Pd-0.727-Te-0.182,-1.1916563474509783
7622,dcgat-agm003143152,Ag-0.25-Se-0.5-Tl-0.25,-1.1916857727989183
18216,mp-1027580,Mo-0.333-S-0.333-Se-0.333,-1.1917142241203322
258,dcgat-agm001105998,H-0.2-Ni-0.2-Pd-0.6,-1.1917258058441464
1642,dcgat-agm001297816,Cu-0.25-Pd-0.25-Pt-0.25-Zn-0.25,-1.1917753058983713
15340,dcgat-agm003529870,Bi-0.091-Pd-0.727-Te-0.182,-1.192019732321917
13502,dcgat-agm003318610,H-0.182-Pd-0.636-Te-0.182,-1.1920410586753607
13537,dcgat-agm003327736,Cu-0.25-Pd-0.375-Pt-0.375,-1.1921257792822448
20660,oqmd-1013161,Au-0.25-Hg-0.25-Pd-0.5,-1.192137482467996
5884,dcgat-agm002309513,Pt-0.889-Rh-0.111,-1.1921865381857302
14716,dcgat-agm003470800,Ag-0.25-Pd-0.625-Zn-0.125,-1.1922753755522675
17974,dcgat-agm003774378,Ir-0.125-Pd-0.125-Pt-0.75,-1.192368551141222
21983,oqmd-1520682,Pd-0.667-Tl-0.333,-1.1924015174113323
21105,oqmd-1339445,Cu-0.333-Pd-0.667,-1.192443171441088
20287,mp-862485,Cu-0.25-Ga-0.25-Rh-0.5,-1.192524886695986
11613,dcgat-agm003205043,Cu-0.4-Pt-0.6,-1.1925595782862302
17041,dcgat-agm003676550,Pb-0.417-Se-0.5-Tl-0.083,-1.192599601966048
15282,dcgat-agm003528169,Cd-0.091-Pd-0.727-Te-0.182,-1.1926312187164991
13776,dcgat-agm003380502,Cd-0.273-H-0.364-Rh-0.364,-1.1926527729719778
12843,dcgat-agm003291255,Pb-0.3-Pd-0.7,-1.192665305873851
15198,dcgat-agm003519431,Au-0.091-Pd-0.727-Sb-0.182,-1.192813915466238
16396,dcgat-agm003639141,Pd-0.1-Pt-0.5-Rh-0.4,-1.1928558863560128
11810,dcgat-agm003257909,Cu-0.429-Pt-0.571,-1.1928817098982356
15696,dcgat-agm003596379,Ga-0.111-Pd-0.444-Pt-0.444,-1.1929465194866178
12120,dcgat-agm003263841,Cu-0.5-Pt-0.5,-1.1929917925852211
17145,dcgat-agm003699809,H-0.4-Pd-0.533-Pt-0.067,-1.1931759085320222
6236,dcgat-agm002354157,Pt-0.5-Sb-0.167-Tl-0.333,-1.193217512323057
7629,dcgat-agm003143179,Ag-0.25-Se-0.5-Tl-0.25,-1.1933092801322158
5002,dcgat-agm002179544,Pd-0.75-Sb-0.25,-1.1933198983543387
7039,dcgat-agm003059632,Au-0.25-Co-0.25-Se-0.5,-1.1933764000692766
15084,dcgat-agm003514948,As-0.091-Cd-0.182-Pd-0.727,-1.19340618300884
3453,dcgat-agm001654011,Cr-0.2-H-0.2-Pd-0.4-Rh-0.2,-1.1934232914561984
11269,dcgat-agm003203363,Ag-0.833-Pt-0.167,-1.1934261293745125
23041,oqmd-298987,Bi-0.25-Pd-0.75,-1.1935323681085612
15339,dcgat-agm003529869,Bi-0.182-Pd-0.727-Te-0.091,-1.1935486076124988
15167,dcgat-agm003518813,Bi-0.182-Cd-0.091-Pd-0.727,-1.1935577857445323
6350,dcgat-agm002372610,Ga-0.2-In-0.4-Ir-0.4,-1.193571326147453
6281,dcgat-agm002360633,Ga-0.333-Ir-0.333-Zn-0.333,-1.193627683390289
17667,dcgat-agm003765808,Ag-0.125-Cu-0.125-Pd-0.75,-1.1936648948311364
13752,dcgat-agm003373692,Au-0.417-Cd-0.167-Pd-0.417,-1.1937105736350628
17078,dcgat-agm003677183,Ag-0.417-Pb-0.083-Pd-0.5,-1.1937294187185792
15011,dcgat-agm003504898,Cd-0.111-H-0.222-Pd-0.667,-1.1938313979874975
8375,dcgat-agm003166394,Ag-0.5-Au-0.25-Pt-0.25,-1.193868897473474
15334,dcgat-agm003529862,In-0.182-Pd-0.727-Te-0.091,-1.1938729237540158
7967,dcgat-agm003161445,Pt-0.667-Zn-0.333,-1.1938968769046148
2134,dcgat-agm001610667,Ag-0.2-H-0.2-Pd-0.4-Pt-0.2,-1.1939140587513224
15428,dcgat-agm003535869,As-0.182-Au-0.091-Pd-0.727,-1.193969653884483
6732,dcgat-agm002924121,Cd-0.2-H-0.4-Rh-0.4,-1.1940084241416562
15540,dcgat-agm003556315,Cd-0.5-S-0.375-Se-0.125,-1.1940586369760529
12575,dcgat-agm003285899,Pd-0.867-Zn-0.133,-1.1940997575181447
13422,dcgat-agm003307713,In-0.286-Pd-0.429-Pt-0.286,-1.1941583707871213
10304,dcgat-agm003192331,Hg-0.25-Se-0.5-Te-0.25,-1.1942172150787598
6679,dcgat-agm002840039,Ag-0.25-H-0.25-Pd-0.5,-1.1942586695329203
18824,mp-1212695,Ga-0.133-Hg-0.333-Se-0.533,-1.194533319175349
4136,dcgat-agm002072971,Ag-0.333-H-0.333-Pt-0.333,-1.1945345378878751
6272,dcgat-agm002360241,Pd-0.833-Zn-0.167,-1.1945562477850777
7422,dcgat-agm003077389,H-0.2-Pd-0.6-Tl-0.2,-1.1945622536497842
18201,mp-1025906,Mo-0.333-S-0.222-Se-0.444,-1.1945735675894462
17664,dcgat-agm003765796,Cu-0.125-Pd-0.75-Te-0.125,-1.1945739604248522
17733,dcgat-agm003767215,Pb-0.125-Pd-0.75-Zn-0.125,-1.1946221612891423
8594,dcgat-agm003170527,Au-0.25-Cu-0.25-Pt-0.5,-1.1946239778615015
3772,dcgat-agm002018209,Se-0.667-Te-0.333,-1.1946349023967637
3696,dcgat-agm001850316,Cd-0.333-Pd-0.667,-1.1946505846906836
9870,dcgat-agm003187662,Pt-0.75-Rh-0.25,-1.1946790973066026
311,dcgat-agm001118897,Pd-0.25-Pt-0.5-Zn-0.25,-1.1947000404102814
20789,oqmd-1017258,Cd-0.25-Rh-0.5-Tl-0.25,-1.1947154779766898
11016,dcgat-agm003198534,Pt-0.667-Sb-0.333,-1.1947319144374577
6671,dcgat-agm002838184,H-0.5-Pd-0.25-Pt-0.25,-1.1948585805639977
4999,dcgat-agm002179527,In-0.25-Pd-0.75,-1.1948814823892948
20475,mp-971739,Cu-0.25-Pt-0.5-Zn-0.25,-1.1949194949866078
15693,dcgat-agm003596374,Ag-0.444-Au-0.444-Pt-0.111,-1.1949576122351795
15328,dcgat-agm003529846,Pd-0.727-Te-0.182-Tl-0.091,-1.1949799705667568
2204,dcgat-agm001612209,Cd-0.2-H-0.2-Pt-0.4-Rh-0.2,-1.194983755155676
18177,mp-1025356,As-0.143-Pt-0.714-Zn-0.143,-1.1950257234417463
15199,dcgat-agm003519438,Au-0.727-Hg-0.091-Pd-0.182,-1.1950570580099629
14108,dcgat-agm003421257,Pd-0.333-Pt-0.5-Rh-0.167,-1.1951992510715987
14204,dcgat-agm003434834,Ag-0.167-Pd-0.333-Se-0.5,-1.1952080297551264
23527,oqmd-717228,Cu-0.5-Ni-0.25-Zn-0.25,-1.1953770137475188
21962,oqmd-1520551,In-0.333-Pt-0.667,-1.195558432937132
21844,oqmd-1491588,Rh-0.333-Se-0.444-Te-0.222,-1.1955862501153942
13260,dcgat-agm003299830,Pd-0.875-Rh-0.125,-1.1956324134979077
17080,dcgat-agm003677187,Ag-0.5-Hg-0.083-Pd-0.417,-1.1957194612893232
15582,dcgat-agm003563830,Ag-0.111-H-0.333-Pd-0.556,-1.1958218399746956
18474,mp-1105134,As-0.25-Pd-0.75,-1.1959062085239833
11832,dcgat-agm003258642,Ag-0.143-Ge-0.143-In-0.143-Se-0.571,-1.196006052979798
20636,oqmd-1012916,Cd-0.5-Pd-0.25-Rh-0.25,-1.196007778881091
11648,dcgat-agm003209537,Cu-0.417-Pt-0.583,-1.1962451741702629
17834,dcgat-agm003771484,Ni-0.125-Pd-0.125-Pt-0.75,-1.1962620601363292
6689,dcgat-agm002907277,Ag-0.4-Te-0.4-Tl-0.2,-1.196326775010247
7391,dcgat-agm003077193,Cd-0.2-H-0.2-Pd-0.6,-1.1963413099556486
14128,dcgat-agm003423028,Au-0.333-Bi-0.167-Pd-0.5,-1.1963470204203333
11655,dcgat-agm003209558,Cu-0.333-Pt-0.667,-1.1964092649930973
978,dcgat-agm001203625,Au-0.25-Cu-0.25-Pd-0.5,-1.1964124184868528
4139,dcgat-agm002072987,Ag-0.333-H-0.333-Pt-0.333,-1.1964335702284687
20402,mp-865929,Cd-0.5-Pt-0.25-Rh-0.25,-1.1965290916017621
839,dcgat-agm001193057,Cu-0.167-Pd-0.833,-1.196622681762265
14344,dcgat-agm003437534,Ag-0.167-Mn-0.333-Pd-0.5,-1.1966241233206092
18759,mp-1201566,As-0.125-Se-0.5-Tl-0.375,-1.196681333450106
973,dcgat-agm001203343,Cd-0.25-Cu-0.25-Pt-0.5,-1.1967071505912794
9871,dcgat-agm003187663,Pt-0.75-Rh-0.25,-1.196713612819483
324,dcgat-agm001119214,Pd-0.25-Pt-0.5-Rh-0.25,-1.1967408293905049
17718,dcgat-agm003766924,Ga-0.125-Hg-0.125-Pd-0.75,-1.1967422397479925
19693,mp-2285,Ir-0.333-Te-0.667,-1.1968806465863278
7963,dcgat-agm003161441,Pt-0.667-Rh-0.333,-1.1968950798476947
15479,dcgat-agm003549868,H-0.429-Rh-0.429-Sc-0.143,-1.196920442317336
7388,dcgat-agm003077181,Cd-0.2-H-0.2-Pd-0.6,-1.1969532271058703
7755,dcgat-agm003158294,Ni-0.333-Pt-0.667,-1.1969743326579403
1121,dcgat-agm001219001,Pd-0.5-Pt-0.25-Sb-0.25,-1.1969889836507992
20289,mp-862621,Ga-0.25-Pt-0.75,-1.1970095381390609
22232,oqmd-1571786,Bi-0.5-Pt-0.25-Rh-0.25,-1.197010272897999
12659,dcgat-agm003288379,Pd-0.714-Te-0.286,-1.1970166991317868
19582,mp-20901,Ni-0.333-Se-0.667,-1.1970302919080393
17735,dcgat-agm003767377,Au-0.125-Bi-0.75-Ir-0.125,-1.1971265116872973
5353,dcgat-agm002215578,Ge-0.167-Pd-0.833,-1.197223689470556
11922,dcgat-agm003261285,Cd-0.625-Rh-0.375,-1.1972345038395393
5839,dcgat-agm002295791,Ni-0.25-Pd-0.25-Pt-0.5,-1.1972513466370267
7052,dcgat-agm003062327,Cu-0.25-Se-0.5-Zn-0.25,-1.1973107052378356
18265,mp-1065751,Co-0.5-Fe-0.25-Si-0.25,-1.1973455819191279
21269,oqmd-1366442,Pd-0.6-Te-0.4,-1.1974013083727422
1044,dcgat-agm001215628,Mn-0.5-Pd-0.25-Rh-0.25,-1.1974031319568277
11266,dcgat-agm003203360,Ag-0.833-Pt-0.167,-1.197437491223663
23494,oqmd-579952,Ir-0.333-Pd-0.333-Si-0.333,-1.197652925631941
15112,dcgat-agm003516017,Au-0.091-Pd-0.727-Zn-0.182,-1.1977308069384165
21794,oqmd-1482816,Au-0.333-Se-0.333-Tl-0.333,-1.1977685515663925
7197,dcgat-agm003072151,Cu-0.2-H-0.2-Pd-0.6,-1.197838873263755
18178,mp-1025366,Pt-0.714-Sb-0.143-Si-0.143,-1.1978858917053983
7199,dcgat-agm003072153,Cu-0.2-H-0.2-Pd-0.6,-1.1978870079091264
3160,dcgat-agm001628965,H-0.2-Pt-0.4-Rh-0.2-Sn-0.2,-1.1979580760506536
15809,dcgat-agm003603201,Ir-0.333-Sn-0.333-Te-0.333,-1.1979829607401808
14793,dcgat-agm003481012,Ag-0.667-Au-0.222-Pt-0.111,-1.198019606561214
3394,dcgat-agm001644936,Ge-0.2-H-0.2-Ir-0.2-Ni-0.4,-1.1980314085123358
21086,oqmd-1339120,Ga-0.167-Pd-0.833,-1.1980422529455024
11614,dcgat-agm003205046,Cu-0.4-Pt-0.6,-1.198191279474298
23452,oqmd-552445,Sn-0.25-Ta-0.25-Tc-0.5,-1.1982444162620318
5903,dcgat-agm002320605,Ir-0.429-Sn-0.571,-1.198377299762095
17562,dcgat-agm003760740,Bi-0.143-Pd-0.714-Tl-0.143,-1.198416724725142
12627,dcgat-agm003287300,Cu-0.4-Pt-0.6,-1.1984321110689318
626,dcgat-agm001146740,Mn-0.25-Pd-0.5-Tl-0.25,-1.1985300707843858
12578,dcgat-agm003285916,Au-0.867-Pd-0.133,-1.1985932524744838
14980,dcgat-agm003500282,H-0.222-Pd-0.667-Tl-0.111,-1.19869268876564
21613,oqmd-1440299,Ni-0.333-Se-0.667,-1.1987337115734338
5093,dcgat-agm002185398,Pt-0.4-Se-0.6,-1.1987539033319363
17209,dcgat-agm003707992,Cu-0.2-Hg-0.2-Pd-0.6,-1.1988125136874652
13678,dcgat-agm003340624,Cu-0.444-Pd-0.222-Pt-0.333,-1.198853938415143
13960,dcgat-agm003408169,Au-0.167-Cu-0.333-Pd-0.5,-1.1988779843514195
19286,mp-1227296,Bi-0.25-Pt-0.5-Sb-0.25,-1.198947526211291
15100,dcgat-agm003515538,H-0.091-Pd-0.727-Sb-0.182,-1.1989695678948413
18425,mp-1102524,In-0.182-Pd-0.727-Se-0.091,-1.199113245674023
4756,dcgat-agm002152745,Bi-0.333-Ge-0.083-Se-0.583,-1.1991284267519866
15067,dcgat-agm003513836,Cd-0.182-Ge-0.091-Pd-0.727,-1.1991563980885793
19942,mp-4492,Co-0.5-Mn-0.25-Si-0.25,-1.1992629395302798
20853,oqmd-1018451,Cd-0.5-Pt-0.25-Rh-0.25,-1.199338990495347
981,dcgat-agm001203634,Cu-0.25-Pd-0.5-Pt-0.25,-1.199345919452878
22001,oqmd-1521715,Ga-0.333-Pt-0.667,-1.1993516469048076
1656,dcgat-agm001299004,Ga-0.25-Mn-0.25-Ni-0.25-Pt-0.25,-1.1993993998369592
17005,dcgat-agm003673335,H-0.455-Pd-0.455-Rh-0.091,-1.1994323293890856
18930,mp-1217287,Ru-0.333-Se-0.333-Te-0.333,-1.1994516795112542
18820,mp-1212307,In-0.7-Ni-0.3,-1.19947126171963
2201,dcgat-agm001612205,Au-0.2-Cd-0.2-H-0.2-Pt-0.4,-1.1994756647140825
22222,oqmd-1571208,Ag-0.167-Pd-0.333-Pt-0.5,-1.1994915512625512
21320,oqmd-1368282,Ga-0.333-Ir-0.333-Ta-0.333,-1.1995042047779112
13265,dcgat-agm003300044,Ag-0.889-Pt-0.111,-1.1995221695912446
18052,dcgat-agm003774778,Pd-0.75-Tl-0.125-Zn-0.125,-1.1995502068910318
10660,dcgat-agm003195079,Ni-0.2-Pt-0.8,-1.1996356657299247
8657,dcgat-agm003171425,Au-0.25-Pt-0.5-Zn-0.25,-1.1996507876359694
4471,dcgat-agm002136039,As-0.4-Pt-0.6,-1.1996578936804267
18296,mp-1077944,Hg-0.143-Pd-0.714-Se-0.143,-1.1997177569298128
3588,dcgat-agm001828133,Cu-0.25-Pd-0.75,-1.1997360923860394
21869,oqmd-1500811,Ni-0.2-Rh-0.4-Te-0.4,-1.1997486723678348
12224,dcgat-agm003264637,Cu-0.375-Pt-0.625,-1.1998000945588925
18263,mp-1064554,Bi-0.5-Rh-0.5,-1.199831736697989
14950,dcgat-agm003493967,Cu-0.222-Pd-0.667-Tl-0.111,-1.199837283551192
18613,mp-1184548,H-0.5-Pd-0.5,-1.1998874961724368
5332,dcgat-agm002213499,Ga-0.143-Ge-0.143-Pt-0.714,-1.1999100936848617
15373,dcgat-agm003532251,As-0.182-Pd-0.727-Sb-0.091,-1.1999470196486532
5114,dcgat-agm002185715,Pd-0.5-Se-0.5,-1.1999755014025753
4903,dcgat-agm002167041,As-0.333-Ni-0.667,-1.1999780068454156
15487,dcgat-agm003551087,Cu-0.375-Pd-0.5-Pt-0.125,-1.1999924184373798
4695,dcgat-agm002151080,Ga-0.4-Se-0.6,-1.2000258693757573
3651,dcgat-agm001835291,Ag-0.333-Au-0.333-Pd-0.333,-1.2001011044908583
16527,dcgat-agm003641560,Cd-0.5-Pd-0.4-Rh-0.1,-1.2001510144818317
15554,dcgat-agm003557024,H-0.5-Pd-0.375-Rh-0.125,-1.2001766162240939
20523,mp-977356,Ga-0.25-Ir-0.5-Zn-0.25,-1.2002480441135401
3565,dcgat-agm001813306,Mn-0.25-Pd-0.5-Zn-0.25,-1.2002490308500535
15411,dcgat-agm003535208,As-0.182-Cd-0.091-Pd-0.727,-1.2003666283425671
16528,dcgat-agm003641561,Cd-0.4-Mn-0.1-Pd-0.5,-1.2003805590745977
7415,dcgat-agm003077333,H-0.2-Pd-0.6-Pt-0.2,-1.2005077398120125
15091,dcgat-agm003515237,Au-0.091-Pd-0.727-Sn-0.182,-1.2005253807460576
16126,dcgat-agm003624853,Ga-0.25-Pd-0.5-Pt-0.25,-1.2005412658272179
18601,mp-1184119,Cu-0.25-Pd-0.75,-1.2006328546965435
16395,dcgat-agm003639140,Pd-0.4-Pt-0.5-Rh-0.1,-1.2007260689980623
3498,dcgat-agm001662380,Cu-0.2-H-0.2-Mn-0.2-Pt-0.4,-1.2007566855086829
17156,dcgat-agm003699962,H-0.4-Hg-0.067-Pd-0.533,-1.2007766794735408
6036,dcgat-agm002335468,Cu-0.333-Pt-0.667,-1.2007849930244974
6929,dcgat-agm002983023,Ag-0.4-H-0.2-Pt-0.4,-1.2008296745687068
21713,oqmd-1473032,Ag-0.667-Se-0.333,-1.2009263757854707
15994,dcgat-agm003612971,Au-0.25-Pb-0.25-Pd-0.5,-1.2011117821392414
14647,dcgat-agm003465769,Pd-0.625-Pt-0.125-Sb-0.25,-1.2012560093354834
15175,dcgat-agm003518958,Bi-0.182-Pd-0.727-Sn-0.091,-1.2012811740609188
208,dcgat-agm001074493,Cd-0.286-H-0.143-Pd-0.571,-1.2013032349330106
8066,dcgat-agm003162957,Pt-0.75-Zn-0.25,-1.2013286853521912
17439,dcgat-agm003742560,Ir-0.167-Ni-0.167-Se-0.667,-1.2013511692469647
15832,dcgat-agm003604299,Ag-0.333-H-0.333-Pt-0.333,-1.2013945523900702
7198,dcgat-agm003072152,Cu-0.2-H-0.2-Pd-0.6,-1.2014017102052734
16351,dcgat-agm003638893,Cd-0.4-Pd-0.5-Pt-0.1,-1.2014629382568849
14988,dcgat-agm003501346,Pd-0.667-Te-0.111-Tl-0.222,-1.2014645792068075
12998,dcgat-agm003295090,Bi-0.333-Pd-0.667,-1.201493061115936
12594,dcgat-agm003286940,Pt-0.6-Rh-0.4,-1.2014955186434748
21707,oqmd-1472381,Pd-0.889-Zn-0.111,-1.2015382565261494
15432,dcgat-agm003535986,As-0.182-Pb-0.091-Pd-0.727,-1.2016202756599137
5518,dcgat-agm002234328,Pd-0.714-Sn-0.143-Te-0.143,-1.2016262901986368
6908,dcgat-agm002977746,Cd-0.2-Ga-0.4-Ir-0.4,-1.201658411793853
18112,mp-1018029,Cu-0.5-Pd-0.5,-1.2016739825767888
19614,mp-21418,Mn-0.333-Pt-0.333-Sn-0.333,-1.201770295724895
15290,dcgat-agm003528634,Pd-0.727-Sn-0.091-Te-0.182,-1.2017873337538263
3178,dcgat-agm001629781,H-0.2-Pt-0.4-Rh-0.2-Tl-0.2,-1.2018668055422195
7454,dcgat-agm003077821,H-0.2-Pb-0.2-Rh-0.6,-1.2018929478878642
17444,dcgat-agm003742573,Pd-0.167-Rh-0.167-Se-0.667,-1.201921722540571
17676,dcgat-agm003765892,Cu-0.125-Pd-0.75-Sb-0.125,-1.2019393126612514
456,dcgat-agm001133279,Ag-0.25-Au-0.5-Pd-0.25,-1.2019398090061753
14663,dcgat-agm003466343,Pd-0.625-Rh-0.125-Sn-0.25,-1.2019453305665313
4794,dcgat-agm002153596,Fe-0.111-H-0.667-Zn-0.222,-1.2020785507511191
13513,dcgat-agm003319215,Bi-0.182-Pd-0.636-Tl-0.182,-1.202151102493997
7405,dcgat-agm003077301,H-0.2-Pb-0.2-Pd-0.6,-1.202178480710041
20241,mp-754954,Ag-0.667-Se-0.333,-1.2021785127983677
12672,dcgat-agm003288595,Pb-0.286-Pd-0.714,-1.2021832222898814
15330,dcgat-agm003529856,Pd-0.727-Sb-0.091-Te-0.182,-1.202208897961405
3737,dcgat-agm001851502,Ag-0.667-Pd-0.333,-1.2022355995797085
23359,oqmd-482558,Ir-0.25-Pt-0.25-Zn-0.5,-1.2022387588510015
2198,dcgat-agm001612199,Cd-0.2-H-0.2-Pd-0.4-Pt-0.2,-1.2022462816714339
15382,dcgat-agm003532456,Pd-0.727-Sb-0.182-Tl-0.091,-1.2023402556143514
12673,dcgat-agm003288598,Bi-0.286-Pd-0.714,-1.2023464096369678
14816,dcgat-agm003481592,Cu-0.222-Hg-0.111-Pd-0.667,-1.202373546848249
21787,oqmd-1482796,Au-0.25-In-0.25-Se-0.5,-1.202385703528897
9869,dcgat-agm003187661,Pt-0.75-Rh-0.25,-1.2023881645515102
20608,oqmd-1012748,Ag-0.25-Hg-0.25-Pd-0.5,-1.202389798122614
22221,oqmd-1571207,Ag-0.333-Pd-0.167-Pt-0.5,-1.2024011471169187
18295,mp-1077915,As-0.143-Hg-0.143-Pd-0.714,-1.2025219611953135
14971,dcgat-agm003498400,Bi-0.111-H-0.222-Pd-0.667,-1.2025383633661257
15209,dcgat-agm003519828,Pb-0.182-Pd-0.727-Sb-0.091,-1.2026826544790152
17017,dcgat-agm003675501,Ag-0.5-Au-0.417-Pt-0.083,-1.202759657095032
6821,dcgat-agm002925491,Cu-0.2-H-0.4-Pt-0.4,-1.202796982621546
15155,dcgat-agm003518689,Cd-0.182-Pd-0.727-Sn-0.091,-1.2028923017459845
7675,dcgat-agm003153634,Hg-0.25-Se-0.5-Zn-0.25,-1.2029669346548282
6273,dcgat-agm002360242,Pd-0.833-Zn-0.167,-1.2029711169633126
15588,dcgat-agm003567495,Ag-0.111-Pd-0.556-Tl-0.333,-1.202992278663375
8692,dcgat-agm003174088,Cd-0.25-Cu-0.25-Pt-0.5,-1.203002186005857
20560,mp-9814,Cu-0.375-Sb-0.125-Se-0.5,-1.2030065500961884
6271,dcgat-agm002360238,Pd-0.5-Pt-0.25-Zn-0.25,-1.2030079483370653
15957,dcgat-agm003612142,Cu-0.5-Pd-0.25-Pt-0.25,-1.2030116297879547
17379,dcgat-agm003736445,Au-0.167-Pd-0.667-Sb-0.167,-1.2030357607827957
20810,oqmd-1017471,In-0.25-Mn-0.25-Pd-0.5,-1.2030516632631474
18439,mp-1103057,Ge-0.167-Pd-0.833,-1.203085327170918
7202,dcgat-agm003072156,Cu-0.2-H-0.2-Pd-0.6,-1.203097657419585
18853,mp-1215509,Pd-0.667-Zn-0.333,-1.2031382038907705
9323,dcgat-agm003181246,Ir-0.25-Pt-0.25-Zn-0.5,-1.2031989315391867
13415,dcgat-agm003306373,Ag-0.429-Au-0.286-Pd-0.286,-1.203262125116054
1388,dcgat-agm001260459,Au-0.333-H-0.333-Pt-0.333,-1.2033112861262598
21816,oqmd-1483174,Pd-0.333-Pt-0.333-Zn-0.333,-1.203325608743942
20503,mp-973834,Au-0.75-Pd-0.25,-1.2033288693338635
13466,dcgat-agm003313953,Au-0.222-Cu-0.222-Pd-0.556,-1.2033381147957716
21420,oqmd-1372998,Ge-0.333-Ir-0.333-Te-0.333,-1.203353350114308
21287,oqmd-1367107,Bi-0.167-Pb-0.333-Pt-0.5,-1.2033640686446083
432,dcgat-agm001129913,Au-0.25-Cu-0.25-Pd-0.5,-1.2033761829394924
19980,mp-5142,Ir-0.25-Sn-0.375-Te-0.375,-1.203418497957291
5336,dcgat-agm002213699,Ga-0.143-Pt-0.714-Sb-0.143,-1.2035388301790464
5535,dcgat-agm002235289,Pd-0.2-Rh-0.4-Te-0.4,-1.203568544572959
22956,oqmd-1741060,Bi-0.125-Cu-0.375-Se-0.5,-1.2036342499595194
19985,mp-5396,Co-0.5-Mn-0.25-Sb-0.25,-1.2036357754714664
5115,dcgat-agm002185722,Pb-0.143-Pd-0.714-Se-0.143,-1.2036855503040447
6225,dcgat-agm002351629,In-0.25-Pt-0.5-Rh-0.25,-1.2037656754259487
15103,dcgat-agm003515677,Ag-0.091-Pd-0.727-Zn-0.182,-1.203794797826562
1111,dcgat-agm001218699,Au-0.25-Pd-0.5-Tl-0.25,-1.2038757411506755
18056,dcgat-agm003774788,Au-0.125-Pd-0.75-Rh-0.125,-1.2039819307305173
22764,oqmd-1645908,Ge-0.5-Ir-0.25-Rh-0.25,-1.2039856293897828
19581,mp-2090,Co-0.5-Fe-0.5,-1.2040190393706793
19885,mp-317,Rh-0.5-Sn-0.5,-1.2040872314912456
9324,dcgat-agm003181247,Ir-0.25-Pt-0.25-Zn-0.5,-1.2041260260634816
7783,dcgat-agm003158599,Ag-0.333-Cd-0.333-Pt-0.333,-1.2041283756130414
5975,dcgat-agm002331751,Cd-0.25-In-0.25-Pt-0.5,-1.2041807637797186
23118,oqmd-314184,Fe-0.75-Pt-0.25,-1.204180817122543
17376,dcgat-agm003736371,Au-0.167-Pd-0.667-Zn-0.167,-1.2042450412219408
17312,dcgat-agm003733983,Ag-0.667-Au-0.167-Pt-0.167,-1.204403732921679
11267,dcgat-agm003203361,Ag-0.833-Pt-0.167,-1.2044172848928643
874,dcgat-agm001193482,Au-0.833-Pd-0.167,-1.2045713429513127
9552,dcgat-agm003184756,Ni-0.25-Pt-0.75,-1.2046195132217803
18091,mp-10074,Ge-0.333-Se-0.667,-1.2049886056543775
1825,dcgat-agm001334429,Ir-0.25-Rh-0.25-Sn-0.25-Zn-0.25,-1.2050104894087186
6738,dcgat-agm002924184,H-0.4-Rh-0.4-Zn-0.2,-1.2051109167312566
12529,dcgat-agm003283445,Ag-0.25-Ir-0.25-Zn-0.5,-1.2052018486303009
13410,dcgat-agm003306275,Pd-0.429-Pt-0.286-Zn-0.286,-1.2052982615625192
18163,mp-1025294,As-0.143-Cd-0.143-Pd-0.714,-1.2053564765002411
14025,dcgat-agm003414758,Ag-0.333-Pd-0.5-Tl-0.167,-1.2053760994756582
14688,dcgat-agm003466579,Au-0.125-In-0.25-Pd-0.625,-1.2053819718519954
12505,dcgat-agm003277988,Cd-0.5-Pt-0.25-Rh-0.25,-1.2054418870330914
18556,mp-1183209,Ag-0.5-Pt-0.5,-1.2054888588857349
17440,dcgat-agm003742561,Ni-0.167-Pd-0.167-Se-0.667,-1.2055534168336068
18735,mp-1190972,In-0.16-Pd-0.68-Se-0.16,-1.205556861051206
16316,dcgat-agm003637213,Bi-0.25-Pb-0.25-Pt-0.5,-1.2055744575532543
18026,dcgat-agm003774717,Ag-0.125-Pd-0.75-Rh-0.125,-1.2055977072130095
20743,oqmd-1016894,Au-0.25-Cd-0.25-Pd-0.5,-1.2056262456572
10433,dcgat-agm003192914,Pt-0.25-Rh-0.5-Sb-0.25,-1.2056357775646074
319,dcgat-agm001119029,Ir-0.25-Pd-0.25-Pt-0.5,-1.2056545045000617
23216,oqmd-349719,Cu-0.25-Pd-0.75,-1.205658845859288
21778,oqmd-1482672,Cd-0.4-Hg-0.2-Rh-0.4,-1.2057605808529703
3777,dcgat-agm002018272,In-0.25-Se-0.75,-1.2057914502002927
4856,dcgat-agm002161764,Co-0.25-Ir-0.25-Mn-0.5,-1.205878136720762
15390,dcgat-agm003532734,Hg-0.091-Pd-0.727-Sb-0.182,-1.2059207705777903
11265,dcgat-agm003203359,Ag-0.833-Pt-0.167,-1.2059374201786666
14019,dcgat-agm003414366,Se-0.5-Te-0.167-Tl-0.333,-1.2060016205622839
